Control ,Demography/Community,Demography/Respondent-Sex,Demography/Respondent-age,Demography/Status,Demography/highest_education,HH-Composition/hhsize,HH-Composition/no_male,HH-Composition/no_female,HH-Composition/no-infants,HH-Composition/children-under6-months,HH-Composition/children-6-23months,HH-Composition/children-24-59months,HH-Composition/First-child-age,AGE of CHILD,HH-Composition/First-child-MUAC,MUAC,HH-Composition/orphan,HH-Composition/no-elderly-people1,HH-Composition/lactating_women,HH-Composition/0-lactating_women,HH-Composition/pregnant_woman,HH-Composition/chronicall-ill,HH-Composition/no-chronicall-ill-person,HH-Composition/disability,HH-Composition/physically_challenge,HH-Composition/no-physically_challenged,HH-Composition/woman,HH-Composition/reproductive_woman,FCS Categories,hhs/Calculated_HHS,RCSI/RCSI
0,Abatchari,Male,50,idp,No-Formal education,15,8,7,2,0,0,2,26,24-59,16.3,>12.5,1,1,0,0,1,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,10
0,Damboa-Central,Male,35,idp,No-Formal education,4,1,3,2,0,1,1,7,6-23,12.5,11.5-12.5,0,0,1,1,0,0,0,1,1,0,1,1,Poor,Severe Hunger,26
1,Damboa-Central,Male,30,returnee,No-Formal education,10,4,6,3,1,1,1,6,0-6,12.5,11.5-12.5,0,0,1,1,1,0,0,1,1,0,1,1,Poor,Severe Hunger,28
1,Damboa-Central,Male,80,returnee,No-Formal education,12,4,8,2,0,1,1,22,6-23,12.5,11.5-12.5,1,1,0,0,0,0,0,2,2,2,1,1,Borderline,Moderate Hunger,24
1,Damboa-Central,Female,35,returnee,Senior-Secondary,7,5,2,2,0,1,1,23,6-23,12.6,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,12
0,Kachala-Burari-Kura,Male,45,idp,No-Formal education,5,3,2,2,0,0,2,23,6-23,14.6,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,30
0,Damboa-Central,Male,70,idp,No-Formal education,2,1,1,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,0,0,0,1,0,Borderline,Moderate Hunger,4
1,Damboa-Central,Male,42,idp,Senior-Secondary,9,5,4,3,1,1,1,6,0-6,13.2,>12.5,1,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,12
1,Kachala-Burari-Kura,Female,30,idp,No-Formal education,18,7,11,4,0,3,1,14,6-23,13.6,>12.5,1,0,1,2,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,26
0,Damboa-Central,Female,40,idp,Higher-Education,8,3,5,2,0,0,2,28,24-59,14.5,>12.5,1,1,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,8
0,Damboa-Central,Female,45,idp,Primary,6,2,4,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,11
1,Damboa-Central,Male,60,idp,No-Formal education,12,4,8,2,0,0,2,12,6-23,12.5,11.5-12.5,0,1,1,1,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,34
0,Kachala-Burari-Kura,Male,32,returnee,No-Formal education,6,4,2,2,0,1,1,23,6-23,14,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,16
1,Shuwari,Male,40,idp,No-Formal education,5,2,3,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,20
1,Damboa-Central,Male,40,idp,Senior-Secondary,6,3,3,2,0,1,1,36,24-59,12.5,11.5-12.5,1,0,0,0,1,0,0,1,1,0,0,0,Poor,Moderate Hunger,33
1,Alkaleri,Male,46,idp,Higher-Education,3,2,1,1,0,1,0,8,6-23,13,>12.5,0,0,1,1,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,9
1,Kachala-Burari-Kura,Male,45,idp,No-Formal education,5,3,2,1,1,0,0,0,0-6,0,<11.5,1,0,1,1,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,17
0,Damboa-Central,Male,49,idp,No-Formal education,4,2,2,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,9
1,Abatchari,Female,40,returnee,No-Formal education,7,3,4,1,0,0,1,49,24-59,18.2,>12.5,1,0,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,14
1,Aburi,Female,50,host,No-Formal education,6,2,4,2,1,0,1,7,6-23,13.4,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,12
1,Aburi,Female,40,host,Junior-Secondary,8,3,5,4,1,1,2,8,6-23,13,>12.5,1,2,1,2,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,13
1,Kachala-Burari-Kura,Male,40,returnee,No-Formal education,6,1,5,3,0,1,2,8,6-23,12,11.5-12.5,0,0,1,1,0,1,1,0,0,0,0,0,Poor,Moderate Hunger,28
1,Kachala-Burari-Kura,Male,35,returnee,No-Formal education,3,1,2,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,15
0,Kachala-Burari-Kura,Female,30,idp,No-Formal education,4,0,4,2,0,1,1,23,6-23,14.6,>12.5,1,1,0,0,0,1,1,1,2,2,1,1,Poor,Moderate Hunger,24
1,Shuwari,Male,42,returnee,No-Formal education,18,12,6,6,0,2,4,11,6-23,13.5,>12.5,1,0,1,1,0,1,1,1,1,0,1,1,Poor,Moderate Hunger,22
1,Kachala-Burari-Kura,Male,30,host,No-Formal education,7,4,3,3,1,1,1,23,6-23,12.5,11.5-12.5,0,0,1,2,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,19
1,Shuwari,Female,35,returnee,No-Formal education,6,3,3,3,1,1,1,6,0-6,13,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,18
1,Damboa-Central,Male,52,idp,No-Formal education,8,3,5,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,5
1,Shuwari,Male,47,idp,No-Formal education,10,4,6,2,0,1,1,24,24-59,13,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,14
1,Alkaleri,Male,60,idp,No-Formal education,7,3,4,1,0,0,1,48,24-59,17,>12.5,0,1,0,0,0,0,0,1,1,0,0,0,Acceptable,Moderate Hunger,27
0,Damboa-Central,Male,38,idp,No-Formal education,6,3,3,2,1,0,1,23,6-23,12.6,>12.5,1,0,0,0,1,1,1,1,1,0,1,1,Borderline,Moderate Hunger,13
0,Kachala-Burari-Gana,Male,40,idp,No-Formal education,5,2,3,2,1,0,1,24,24-59,14.1,>12.5,0,1,1,1,0,0,0,1,1,0,1,1,Poor,Severe Hunger,11
1,Kachala-Burari-Gana,Male,66,idp,No-Formal education,7,4,3,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,9
1,Shuwari,Male,40,returnee,Primary,6,3,3,2,1,0,1,24,24-59,13,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,20
1,Abatchari,Male,75,returnee,No-Formal education,5,2,3,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,2,2,2,1,1,Acceptable,Little to no hunger,0
1,Shuwari,Male,46,idp,Higher-Education,15,6,9,5,2,2,1,6,0-6,12.9,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,3
1,Abatchari,Male,50,idp,No-Formal education,10,8,2,1,0,0,1,36,24-59,18,>12.5,0,1,0,0,1,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,14
1,Shuwari,Male,45,idp,No-Formal education,7,3,4,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,23
1,Kachala-Burari-Gana,Male,33,idp,No-Formal education,18,5,13,2,0,1,1,9,6-23,15.1,>12.5,0,2,1,1,0,0,0,1,2,2,1,1,Poor,Moderate Hunger,9
1,Shuwari,Female,35,returnee,No-Formal education,4,2,2,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,23
1,Shuwari,Male,40,idp,Senior-Secondary,7,2,5,3,0,2,1,13,6-23,12.5,11.5-12.5,0,2,1,1,0,0,0,1,2,2,0,0,Poor,Moderate Hunger,17
0,Kachala-Burari-Gana,Male,40,idp,No-Formal education,10,4,6,3,1,1,1,24,24-59,14.5,>12.5,1,2,1,1,0,0,0,1,1,0,0,0,Borderline,Moderate Hunger,31
1,Kachala-Burari-Kura,Male,38,returnee,No-Formal education,4,2,2,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,9
1,Kachala-Burari-Kura,Male,40,host,Primary,6,3,3,2,1,1,0,18,6-23,13.5,>12.5,1,1,1,1,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,8
1,Kachala-Burari-Kura,Male,75,idp,No-Formal education,3,2,1,0,0,0,0,0,0-6,0,<11.5,0,2,0,0,0,0,0,1,1,0,1,0,Poor,Moderate Hunger,24
1,Kachala-Burari-Kura,Male,55,idp,No-Formal education,15,7,8,2,1,0,1,30,24-59,13,>12.5,1,1,1,1,0,1,1,0,0,0,1,1,Borderline,Little to no hunger,1
1,Kachala-Burari-Kura,Male,40,idp,No-Formal education,11,4,7,3,1,1,1,16,6-23,12.8,>12.5,0,0,1,2,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,10
1,Kachala-Burari-Kura,Male,40,host,Primary,12,6,6,2,0,0,2,48,24-59,15,>12.5,0,0,0,0,1,0,0,1,1,0,1,1,Poor,Moderate Hunger,29
1,Kachala-Burari-Kura,Male,55,idp,No-Formal education,21,12,9,8,0,3,5,8,6-23,12,11.5-12.5,1,1,1,3,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,6
0,Abatchari,Male,35,idp,No-Formal education,9,5,4,2,1,0,1,6,0-6,13.6,>12.5,1,0,1,1,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,5
0,Abatchari,Female,25,idp,Junior-Secondary,4,1,3,2,1,0,1,6,0-6,12.7,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,11
1,Kachala-Burari-Kura,Male,45,idp,No-Formal education,3,1,2,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,15
1,Abatchari,Male,50,returnee,Senior-Secondary,16,8,8,2,0,1,1,9,6-23,16,>12.5,1,1,1,1,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,13
1,Shuwari,Male,38,idp,No-Formal education,8,2,6,2,0,0,2,48,24-59,15.2,>12.5,0,0,0,0,0,0,0,0,0,0,0,0,Poor,Moderate Hunger,19
0,Kachala-Burari-Kura,Male,30,returnee,No-Formal education,5,3,2,1,0,1,0,23,6-23,13.5,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,18
0,Shuwari,Male,35,returnee,No-Formal education,5,2,3,2,0,1,1,24,24-59,12.8,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,15
1,Shuwari,Male,42,returnee,No-Formal education,7,2,5,3,0,1,2,18,6-23,12,11.5-12.5,1,1,0,0,1,0,0,2,2,2,1,1,Poor,Moderate Hunger,13
1,Kachala-Burari-Kura,Male,30,returnee,No-Formal education,4,2,2,2,0,1,1,10,6-23,12.4,11.5-12.5,0,0,1,1,0,0,0,1,1,0,1,1,Borderline,Moderate Hunger,24
1,Shuwari,Male,30,idp,Senior-Secondary,4,2,2,2,0,1,1,8,6-23,13,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,18
0,Damboa-Central,Male,45,returnee,Primary,9,4,5,3,1,0,2,6,0-6,13.6,>12.5,1,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,6
1,Damboa-Central,Female,35,idp,No-Formal education,10,6,4,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,6
1,Damboa-Central,Male,42,idp,Higher-Education,16,9,7,3,1,1,1,7,6-23,12.5,11.5-12.5,1,0,1,1,0,0,0,0,0,0,1,1,Poor,Severe Hunger,28
1,Wuyaram,Male,75,returnee,No-Formal education,10,4,6,1,0,0,1,36,24-59,16.9,>12.5,0,0,0,0,1,0,0,1,1,0,1,1,Acceptable,Moderate Hunger,15
1,Damboa-Central,Male,46,idp,Senior-Secondary,16,6,10,6,1,1,4,6,0-6,14.2,>12.5,1,1,1,1,1,0,0,1,1,0,1,1,Poor,Moderate Hunger,6
1,Damboa-Central,Female,30,returnee,No-Formal education,7,3,4,3,0,1,2,23,6-23,13.4,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,19
0,Damboa-Central,Male,30,idp,No-Formal education,5,3,2,2,0,1,1,17,6-23,16.2,>12.5,1,1,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,7
1,Damboa-Central,Female,48,idp,No-Formal education,5,2,3,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,7
0,Damboa-Central,Female,41,idp,No-Formal education,8,4,4,4,1,2,1,12,6-23,12.4,11.5-12.5,0,1,1,1,0,1,1,2,1,0,1,1,Borderline,Moderate Hunger,14
1,Kachala-Burari-Gana,Male,27,returnee,Senior-Secondary,4,2,2,1,0,0,1,59,24-59,13.5,>12.5,0,1,1,1,1,0,0,0,0,0,0,0,Borderline,Moderate Hunger,25
1,Kachala-Burari-Gana,Female,70,host,No-Formal education,4,2,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,1,1,0,1,0,Poor,Moderate Hunger,21
0,Damboa-Central,Female,42,returnee,No-Formal education,6,2,4,2,1,0,1,28,24-59,12.5,11.5-12.5,0,0,1,1,0,0,0,1,1,0,1,1,Borderline,Moderate Hunger,20
0,Kachala-Burari-Gana,Male,42,idp,No-Formal education,14,5,9,2,0,1,1,12,6-23,12.3,11.5-12.5,1,2,1,1,0,1,1,0,0,0,1,1,Poor,Moderate Hunger,13
1,Kachala-Burari-Kura,Female,50,returnee,No-Formal education,6,4,2,0,0,0,0,0,0-6,0,<11.5,0,2,0,0,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,22
1,Kachala-Burari-Gana,Female,55,idp,No-Formal education,6,2,4,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,0
1,Damboa-Central,Male,53,idp,No-Formal education,5,2,3,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,1,0,0,1,1,0,1,1,Poor,Severe Hunger,33
1,Kachala-Burari-Gana,Male,30,idp,Junior-Secondary,3,2,1,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,9
0,Kachala-Burari-Gana,Male,45,host,No-Formal education,10,4,6,3,0,0,3,24,24-59,13.7,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Little to no hunger,6
1,Damboa-Central,Female,45,returnee,Primary,7,3,4,1,0,0,1,59,24-59,14.3,>12.5,0,1,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,10
1,Damboa-Central,Male,35,host,Higher-Education,6,3,3,1,0,0,1,24,24-59,14.6,>12.5,0,0,0,0,1,0,0,1,1,0,1,1,Borderline,Moderate Hunger,4
1,Damboa-Central,Female,35,returnee,Senior-Secondary,10,4,6,3,1,1,1,6,0-6,13.5,>12.5,1,1,1,1,0,0,0,3,2,2,1,1,Borderline,Moderate Hunger,10
1,Kachala-Burari-Gana,Male,30,idp,No-Formal education,4,3,1,2,1,0,1,6,0-6,12.3,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,14
1,Kachala-Burari-Gana,Male,41,returnee,Junior-Secondary,8,5,3,2,0,1,1,20,6-23,16.7,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Severe Hunger,11
0,Damboa-Central,Female,35,returnee,No-Formal education,9,6,3,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,13
1,Damboa-Central,Female,43,idp,Junior-Secondary,6,3,3,0,0,0,0,0,0-6,0,<11.5,0,2,0,0,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,34
1,Kachala-Burari-Gana,Male,75,idp,No-Formal education,7,4,3,2,0,1,1,18,6-23,14.9,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Severe Hunger,11
1,Damboa-Central,Male,28,returnee,Higher-Education,3,1,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,1
1,Kachala-Burari-Gana,Male,40,returnee,No-Formal education,11,6,5,1,0,0,1,16,6-23,13.6,>12.5,0,0,1,1,1,0,0,0,0,0,0,0,Acceptable,Little to no hunger,5
1,Damboa-Central,Male,55,idp,No-Formal education,14,4,10,5,1,2,2,6,0-6,12.5,11.5-12.5,1,1,1,1,0,0,0,1,1,0,0,0,Poor,Moderate Hunger,35
1,Kachala-Burari-Gana,Male,27,returnee,No-Formal education,4,1,3,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,32
1,Damboa-Central,Male,39,host,No-Formal education,9,4,5,4,2,1,1,7,6-23,10,<11.5,0,1,1,2,0,0,0,1,1,0,1,1,Poor,Severe Hunger,31
0,Damboa-Central,Male,43,returnee,No-Formal education,6,3,3,0,0,0,0,0,0-6,0,<11.5,1,2,0,0,0,0,0,1,1,0,1,1,Poor,Severe Hunger,36
0,Kachala-Burari-Gana,Male,42,returnee,Senior-Secondary,7,5,2,1,1,0,0,0,0-6,0,<11.5,1,1,0,0,0,1,2,0,0,0,1,1,Poor,Little to no hunger,13
1,Kachala-Burari-Gana,Male,30,returnee,No-Formal education,6,2,4,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,5
0,Kachala-Burari-Gana,Male,40,idp,Primary,8,3,5,1,1,0,0,0,0-6,0,<11.5,0,1,0,0,1,0,0,0,0,0,0,0,Acceptable,Little to no hunger,17
1,Aburi,Female,40,idp,No-Formal education,5,2,3,2,0,1,1,8,6-23,13.4,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,19
0,Damboa-Central,Male,32,idp,No-Formal education,5,2,3,2,1,0,1,6,0-6,12.3,11.5-12.5,1,2,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,19
0,Damboa-Central,Female,45,idp,No-Formal education,5,0,5,2,1,1,0,7,6-23,12.8,>12.5,1,1,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,16
1,Damboa-Central,Male,45,returnee,No-Formal education,3,2,1,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,1,1,0,1,1,Borderline,Severe Hunger,24
1,Damboa-Central,Female,61,idp,No-Formal education,6,3,3,1,0,0,1,30,24-59,13.5,>12.5,0,1,0,0,0,0,0,0,0,0,0,0,Poor,Moderate Hunger,12
0,Damboa-Central,Male,42,idp,No-Formal education,8,4,4,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,1,0,0,0,0,0,1,1,Poor,Severe Hunger,23
1,Kachala-Burari-Kura,Male,40,idp,No-Formal education,21,7,14,4,2,1,1,18,6-23,13,>12.5,1,0,1,2,0,1,1,0,0,0,1,1,Borderline,Moderate Hunger,22
0,Damboa-Central,Male,36,returnee,No-Formal education,4,2,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,33
0,Kachala-Burari-Gana,Female,40,returnee,No-Formal education,16,2,14,3,1,1,1,59,24-59,15.2,>12.5,1,1,0,0,0,0,0,0,0,0,1,1,Poor,Little to no hunger,0
1,Kachala-Burari-Kura,Male,40,returnee,No-Formal education,5,2,3,1,1,0,0,0,0-6,0,<11.5,1,1,1,1,1,0,0,0,0,0,1,1,Borderline,Little to no hunger,16
0,Kachala-Burari-Kura,Male,43,idp,No-Formal education,4,2,2,2,1,0,1,26,24-59,14,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,14
0,Damboa-Central,Male,45,returnee,No-Formal education,7,4,3,2,1,1,0,6,0-6,12.8,>12.5,0,0,1,1,0,1,1,1,1,0,1,1,Poor,Moderate Hunger,13
1,Kachala-Burari-Gana,Male,60,idp,No-Formal education,11,6,5,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,0,0,0,1,0,Poor,Little to no hunger,8
1,Kachala-Burari-Gana,Male,30,host,No-Formal education,4,2,2,2,0,1,1,24,24-59,14.5,>12.5,0,0,1,1,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,17
0,Kachala-Burari-Gana,Male,32,returnee,Senior-Secondary,6,4,2,2,0,1,1,12,6-23,13.5,>12.5,1,1,1,1,0,0,0,0,0,0,0,0,Acceptable,Little to no hunger,12
1,Damboa-Central,Male,42,returnee,No-Formal education,5,3,2,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,1,1,0,1,1,Poor,Severe Hunger,24
1,Kachala-Burari-Gana,Female,40,idp,No-Formal education,2,1,1,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,1,1,1,1,0,0,0,Poor,Moderate Hunger,21
0,Damboa-Central,Male,45,returnee,No-Formal education,15,10,5,4,1,2,1,8,6-23,12.9,>12.5,1,0,1,1,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,20
0,Damboa-Central,Female,40,returnee,Senior-Secondary,8,5,3,2,0,0,2,39,24-59,13.8,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,6
0,Kachala-Burari-Gana,Male,37,returnee,Senior-Secondary,9,3,6,2,1,0,1,6,0-6,12.4,11.5-12.5,0,1,1,1,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,15
0,Damboa-Central,Male,30,idp,Primary,7,3,4,3,0,1,2,24,24-59,12.5,11.5-12.5,0,1,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,14
1,Damboa-Central,Female,25,returnee,Senior-Secondary,6,2,4,2,0,1,1,17,6-23,16.7,>12.5,0,0,1,1,0,0,0,1,1,0,1,1,Borderline,Moderate Hunger,7
0,Shuwari,Male,35,returnee,No-Formal education,4,2,2,2,0,0,2,24,24-59,15,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,22
0,Kachala-Burari-Gana,Male,65,returnee,No-Formal education,3,1,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,0,0,Acceptable,Little to no hunger,16
1,Damboa-Central,Female,39,returnee,No-Formal education,6,4,2,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,1,0,0,1,1,0,1,1,Borderline,Moderate Hunger,27
0,Damboa-Central,Male,45,idp,No-Formal education,12,2,10,3,1,1,1,6,0-6,12.5,11.5-12.5,1,0,1,2,0,1,1,0,0,0,1,1,Poor,Moderate Hunger,21
1,Kachala-Burari-Gana,Male,35,idp,No-Formal education,7,4,3,1,0,0,1,24,24-59,15.5,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Little to no hunger,8
1,Kachala-Burari-Gana,Female,40,idp,Primary,9,6,3,2,0,0,2,25,24-59,13.7,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,19
0,Shuwari,Male,46,host,No-Formal education,6,3,3,1,1,0,0,0,0-6,0,<11.5,1,1,1,1,0,0,0,1,1,0,1,1,Poor,Severe Hunger,36
1,Kachala-Burari-Kura,Female,60,returnee,No-Formal education,2,1,1,0,0,0,0,0,0-6,0,<11.5,0,2,0,0,0,0,0,0,0,0,1,0,Poor,Moderate Hunger,20
0,Kachala-Burari-Gana,Male,30,idp,Higher-Education,4,3,1,1,0,1,0,12,6-23,13.5,>12.5,0,1,0,0,1,0,0,0,0,0,0,0,Acceptable,Moderate Hunger,15
0,Kachala-Burari-Gana,Female,30,returnee,Junior-Secondary,3,1,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,1,1,0,0,0,0,0,Acceptable,Moderate Hunger,2
1,Kachala-Burari-Kura,Male,35,idp,No-Formal education,5,2,3,2,0,1,1,23,6-23,12.6,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,26
0,Kachala-Burari-Gana,Female,30,idp,No-Formal education,9,4,5,1,1,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,0,0,0,0,0,Acceptable,Moderate Hunger,14
0,Damboa-Central,Male,51,idp,No-Formal education,8,1,7,3,1,0,2,8,6-23,12.9,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,14
1,Damboa-Central,Male,30,returnee,No-Formal education,4,2,2,2,1,0,1,6,0-6,12.8,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,12
1,Damboa-Central,Male,40,returnee,Senior-Secondary,12,5,7,3,1,1,1,6,0-6,12.6,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,13
1,Damboa-Central,Male,62,returnee,Senior-Secondary,22,5,17,7,1,2,4,6,0-6,12.5,11.5-12.5,1,0,1,3,1,0,0,1,1,0,1,1,Poor,Moderate Hunger,34
1,Kachala-Burari-Gana,Male,45,returnee,No-Formal education,8,3,5,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,1,0,0,0,0,0,0,0,Acceptable,Little to no hunger,9
1,Kachala-Burari-Kura,Female,35,host,No-Formal education,10,5,5,3,1,1,1,22,6-23,13.5,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,22
0,Kachala-Burari-Gana,Male,40,returnee,No-Formal education,11,5,6,3,1,1,1,23,6-23,15.3,>12.5,1,2,1,1,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,19
1,Alkaleri,Male,50,returnee,Junior-Secondary,11,6,5,3,1,1,1,24,24-59,14,>12.5,0,0,1,1,0,0,0,1,1,0,0,0,Borderline,Moderate Hunger,15
0,Abatchari,Male,50,idp,No-Formal education,5,2,3,2,1,0,1,6,0-6,12.7,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,8
1,Kachala-Burari-Gana,Male,35,returnee,No-Formal education,8,4,4,1,0,0,1,7,6-23,13.5,>12.5,0,0,1,1,0,0,0,0,0,0,0,0,Poor,Severe Hunger,24
0,Damboa-Central,Male,55,returnee,No-Formal education,6,1,5,2,0,1,1,22,6-23,12.5,11.5-12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,25
1,Damboa-Central,Female,46,idp,No-Formal education,2,1,1,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,1,1,0,1,1,Poor,Severe Hunger,28
0,Damboa-Central,Female,30,idp,No-Formal education,11,3,8,3,1,1,1,12,6-23,12.8,>12.5,0,2,1,1,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,19
0,Shuwari,Male,45,idp,No-Formal education,18,5,13,4,3,1,0,30,24-59,11,<11.5,1,0,1,1,0,0,0,0,0,0,1,0,Acceptable,Moderate Hunger,18
0,Kachala-Burari-Kura,Male,40,idp,No-Formal education,4,2,2,1,0,0,1,23,6-23,14.6,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,16
