Scenario,Store1,Store2,IntentionToSwitch12Months,SelectedStore,Network Provider,FTTC/FTTP,age,Network,TariffType,BB_provider,TV_provider,Store1_exp_key,Store2_exp_key,Store1_Plan,Store1_Addons,Tariff,Store1_TariffSpend,Store1_UpfrontSpend,Store1_AddonsSpend,Store1_DataAllowance,Store1_ContractLength,Store1_TotalMonthlySpend,Store1_Mutation_Upfront,Store1_Mutation_StartingPrice,Store1_Mutation_F1 to F2,Store1_Mutation_F2 to F3,Store1_Mutation_F36 to F55,Store1_Mutation_F55 to F150,Store1_Mutation_F150 to F300,Store1_Mutation_F300 to F500,Store1_Mutation_F500 to F900,Store1_Mutation_Complete WiFi,Store1_Mutation_Hybrid Connect,Store1_Mutation_Cyber Indivudual,Store1_Mutation_Cyber Multiple,Store1_Mutation_In Home,Store1_Mutation_WiFi Prioritise,Store1_Mutation_Bundle Better,Store1_Mutation_Bundle Price,Store1_Mutation_Competitor Price,Store2_Plan,Store2_Addons,Store2_TariffSpend,Store2_UpfrontSpend,Store2_AddonsSpend,Store2_DataAllowance,Store2_ContractLength,Store2_TotalMonthlySpend,Store2_Mutation_Upfront,Store2_Mutation_StartingPrice,Store2_Mutation_F1 to F2,Store2_Mutation_F2 to F3,Store2_Mutation_F36 to F55,Store2_Mutation_F55 to F150,Store2_Mutation_F150 to F300,Store2_Mutation_F300 to F500,Store2_Mutation_F500 to F900,Store2_Mutation_Complete WiFi,Store2_Mutation_Hybrid Connect,Store2_Mutation_Cyber Indivudual,Store2_Mutation_Cyber Multiple,Store2_Mutation_In Home,Store2_Mutation_WiFi Prioritise,Store2_Mutation_Bundle Better,Store2_Mutation_Bundle Price,Store2_Mutation_Competitor Price,mobile_provider_years,mobile_provider_months,mobile_plan_years,mobile_plan_months,mobile_contract_length,mobile_contract_expiry,mobile_data_allowance,mobile_data_usage,mobile_airtime_usage,mobile_spend,mobile_beh_socialMedia,mobile_beh_messaging,mobile_beh_blogs,mobile_beh_videos,mobile_beh_movies,mobile_beh_hotspot,mobile_beh_voice_video_chat,mobile_nwp_satisfaction,mobile_handset_make,bb_spend,bb_provider_satisfaction,bb_speed,bb_fibre_available,tech_seg_statement1,tech_seg_statement2,purchase_location_handset,purchase_location_mobileplan,purchase_location_Broadband,purchase_location_Tvsubscription,gender,marital_status,householdage1,householdage2,householdage3,householdage4,householdage5,householdage6,N_bedrooms,currentLocation_Year,currentLocation_Month,working_status,personal_income,house_location,ukregion,ChiefIncomeEarner
0,EE,BT,4,BT,Three,FTTP,22,No. 1,No. 2,No. 4,No. 4,EE_NAYAN_2,COMPETITOR_BT,FULL_FIBRE_150,"BEST_BUNDLE,TV_BIG_SPORT",29.00,31.99,39.99,24.00,No. NA,24.00,96.99,1,3,No. NA,No. NA,2,3,0,3,No. NA,1,0,0,1,1,0,2,0,No. NA,PLAN_FIBRE_ESSENTIAL,COMPLETE_WIFI,29.00,10.00,12.00,No. NA,24.00,47.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,2.00,1.00,1.00,9.00,3.00,No. 3,No. 8,No. 6,No. 4,90.00,No. 6,No. 4,No. 4,No. 5,No. 3,No. 4,No. 2,5.00,No. 1,16.00,5.00,No. 4,5,No. 5,No. 5,No. 2,No. 3,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,2.00,3.00,7.00,No. 1,No. 5,No. 3,No. 8,No. 2
0,EE,Virgin,3,EE,Other,FTTP,31,No. 26,No. 2,No. 1,No. 8,EE_NAYAN_4,COMPETITOR_VIRGIN,FULL_FIBRE_1000,"HYBRID_CONNECT,WIFI_PRIORITISE",47.99,47.99,0.00,10.00,No. NA,24.00,57.99,2,4,No. NA,No. NA,1,3,3,0,3,0,1,1,1,1,0,1,2,No. NA,PLAN_VOLT_GIG1,No. NA,81.00,0.00,0.00,No. NA,18.00,81.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,3.00,0.00,3.00,0.00,1.00,No. 1,No. 5,No. 4,No. 4,10.00,No. 3,No. 5,No. 3,No. 3,No. 2,No. 3,No. 3,7.00,No. 1,45.00,7.00,No. 6,No. NA,No. 7,No. 7,No. 3,No. 2,No. 1,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,2.00,0.00,No. 8,No. 4,No. 1,No. 6,No. 7
0,EE,BT,2,BT,Vodafone,FTTP,34,No. 12,No. 2,No. 8,No. 8,EE_NAYAN,COMPETITOR_BT,FULL_FIBRE_36,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE",30.00,24.99,29.99,30.00,No. NA,24.00,54.99,1,3,No. NA,No. NA,0,2,3,2,3,1,1,1,1,1,1,2,2,No. NA,PLAN_FIBRE_2,No. NA,30.00,0.00,0.00,No. NA,24.00,39.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,2.00,2.00,2.00,2.00,4.00,No. 1,No. 3,No. 2,No. 2,12.00,No. 6,No. 5,No. 5,No. 3,No. 1,No. 1,No. 2,5.00,No. 10,21.00,6.00,No. 2,2,No. 7,No. 5,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 2,No. 0,No. 0,No. 0,No. 2,2.00,8.00,0.00,No. 6,No. 5,No. 2,No. 10,No. 2
0,Sky,EE,0,Sky,EE,FTTP,59,No. 15,No. 3,No. 6,No. 5,COMPETITOR_SKY,EE_NAYAN_2,PLAN_SUPERFAST,SKY_TALK_EVENINGS,31.00,31.00,0.00,5.00,No. NA,18.00,36.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,FULL_FIBRE_36,CYBER_INDIVIDUAL,22.99,29.99,2.00,No. NA,24.00,24.99,1,1,No. NA,No. NA,3,1,1,4,No. NA,0,0,0,0,0,0,2,1,No. NA,3.00,4.00,0.00,3.00,3.00,No. 4,No. 3,No. 1,No. 3,19.00,No. 1,No. 3,No. 1,No. 1,No. 1,No. 1,No. 3,5.00,No. 10,25.00,6.00,No. 3,7,No. 5,No. 6,No. 2,No. 1,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,4.00,10.00,9.00,No. 2,No. 5,No. 3,No. 8,No. 4
0,EE,Virgin,3,Virgin,Sky,FTTP,45,No. 25,No. 2,No. 2,No. 3,EE_NAYAN_3,COMPETITOR_VIRGIN,FULL_FIBRE_150,BEST_BUNDLE,26.00,31.99,19.99,27.00,No. NA,24.00,58.99,5,5,No. NA,No. NA,2,1,1,0,3,0,1,0,0,0,1,2,1,No. NA,PLAN_VOLT_M100,No. NA,26.00,0.00,0.00,No. NA,18.00,26.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,11.00,0.00,11.00,0.00,3.00,No. 3,No. 3,No. 2,No. 5,5.00,No. 1,No. 2,No. 1,No. 1,No. 1,No. 1,No. 1,6.00,No. 7,25.00,6.00,No. 7,7,No. 6,No. 3,No. 1,No. 2,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 1,No. 0,No. 0,No. 2,3.00,11.00,0.00,No. 2,No. 10,No. 3,No. 2,No. 3
0,Sky,EE,10,EE,EE,FTTP,21,No. 15,No. 1,No. 6,No. 3,COMPETITOR_SKY,EE_NAYAN,PLAN_ESSENTIAL_PLUS,SKY_TALK_ANYTIME,45.99,30.00,0.00,12.00,No. NA,18.00,42.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,FULL_FIBRE_1000,"BEST_BUNDLE,TV_ENTERTAINMENT",45.99,39.99,14.00,No. NA,24.00,76.99,1,0,No. NA,No. NA,1,3,3,1,3,0,0,1,1,0,0,0,0,No. NA,10.00,6.00,7.00,9.00,4.00,No. 4,No. 10,No. 4,No. 4,75.00,No. 5,No. 6,No. 7,No. 8,No. 7,No. 4,No. 7,6.00,No. 1,25.00,6.00,No. 4,6,No. 1,No. 7,No. 1,No. 3,No. 1,No. 2,No. 2,No. 1,No. 0,No. 1,No. 1,No. 0,No. 0,No. 2,1.00,11.00,8.00,No. 1,No. 7,No. 1,No. 9,No. 1
0,EE,Vodafone,0,Vodafone,O2,FTTP,40,No. 14,No. 4,No. 3,No. 5,EE_NAYAN_3,COMPETITOR_VODAFONE,FULL_FIBRE_55,No. NA,18.00,25.99,19.99,0.00,No. NA,24.00,25.99,5,2,No. NA,No. NA,1,3,0,3,3,0,0,1,0,0,0,0,2,No. NA,PLAN_3,No. NA,18.00,0.00,0.00,6000,24.00,18.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,10.00,0.00,10.00,0.00,1.00,No. 1,No. 11,No. 8,No. 5,20.00,No. 4,No. 4,No. 1,No. 4,No. 1,No. 1,No. 4,6.00,No. 1,34.00,5.00,No. 7,7,No. 1,No. 3,No. 2,No. 1,No. 3,No. 2,No. 2,No. 1,No. 0,No. 0,No. 2,No. 0,No. 0,No. 2,1.00,5.00,6.00,No. 1,No. 6,No. 3,No. 8,No. 2
1,EE,Virgin,6,Virgin,Three,FTTP,30,No. 1,No. 4,No. 8,No. 10,EE_NAYAN_4,COMPETITOR_VIRGIN,FULL_FIBRE_150,"HYBRID_CONNECT,WIFI_PRIORITISE,ALL_ROUNDER_BUNDLE,HPP_PAYG,TV_SPORT",27.00,30.99,69.99,28.00,No. NA,24.00,74.99,3,4,No. NA,No. NA,1,2,1,3,1,0,0,0,0,0,0,1,1,No. NA,PLAN_VOLT_M100,No. NA,27.00,0.00,0.00,No. NA,18.00,27.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,2.00,3.00,4.00,3.00,1.00,No. 1,No. 4,No. 5,No. 2,30.00,No. 2,No. 3,No. 5,No. 4,No. 4,No. 4,No. 4,6.00,No. 10,19.00,5.00,No. 2,4,No. 5,No. 5,No. 2,No. 3,No. 2,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,3.00,1.00,4.00,No. 1,No. 6,No. 2,No. 4,No. 2
1,EE,Virgin,8,Virgin,O2,FTTP,45,No. 14,No. 4,No. 3,No. 8,EE_NAYAN_3,COMPETITOR_VIRGIN,FULL_FIBRE_55,No. NA,24.00,29.99,29.99,0.00,No. NA,24.00,29.99,4,7,No. NA,No. NA,0,1,2,3,0,1,0,0,0,0,0,1,0,No. NA,PLAN_VOLT_M100,No. NA,24.00,0.00,0.00,No. NA,18.00,24.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,11.00,0.00,11.00,0.00,1.00,No. 1,No. 1,No. 1,No. 1,10.00,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,6.00,No. 11,36.00,3.00,No. 4,7,No. 7,No. 1,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,21.00,8.00,No. 1,No. 3,No. 3,No. 3,No. 3
1,EE,Vodafone,6,EE,EE,FTTP,40,No. 15,No. 1,No. 1,No. 3,EE_NAYAN_2,COMPETITOR_VODAFONE,FULL_FIBRE_500,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE,TV_BIG_ENTERTAINMENT",40.99,40.99,49.99,18.00,No. NA,24.00,85.99,5,3,No. NA,No. NA,3,0,2,3,No. NA,0,1,1,0,1,0,0,2,No. NA,PLAN_9,ANYTIME_LANDLINE,63.00,0.00,8.00,25000,24.00,71.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,2.00,5.00,1.00,3.00,4.00,No. 3,No. 10,No. 6,No. 2,50.00,No. 8,No. 6,No. 4,No. 5,No. 5,No. 2,No. 5,6.00,No. 1,50.00,5.00,No. 3,4,No. 1,No. 6,No. 3,No. 3,No. 3,No. 3,No. 2,No. 2,No. 0,No. 0,No. 2,No. 0,No. 0,No. 1,2.00,37.00,6.00,No. 1,No. 5,No. 2,No. 11,No. 2
0,EE,Vodafone,3,Vodafone,Sky,FTTP,63,No. 25,No. 3,No. 2,No. 5,EE_NAYAN_4,COMPETITOR_VODAFONE,FULL_FIBRE_150,No. NA,24.00,33.99,9.99,0.00,No. NA,24.00,33.99,2,6,No. NA,No. NA,3,1,3,3,1,1,0,1,1,0,1,0,0,No. NA,PLAN_5,No. NA,24.00,0.00,0.00,6000,24.00,24.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,6.00,0.00,6.00,0.00,3.00,No. 5,No. 3,No. 2,No. 1,6.00,No. 3,No. 3,No. 2,No. 1,No. 1,No. 1,No. 1,6.00,No. 5,25.00,6.00,No. 1,7,No. 7,No. 1,No. 1,No. 3,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,2.00,30.00,0.00,No. 7,No. 3,No. 3,No. 10,No. 7
0,BT,EE,3,BT,Other,FTTP,67,No. 17,No. 4,No. 5,No. 5,COMPETITOR_BT,EE_NAYAN_4,PLAN_FIBRE_2,No. NA,36.00,36.00,0.00,0.00,No. NA,24.00,36.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,FULL_FIBRE_150,No. NA,35.99,39.99,0.00,No. NA,24.00,35.99,3,7,No. NA,No. NA,2,3,3,2,3,1,1,1,0,1,1,2,1,No. NA,7.00,5.00,1.00,0.00,4.00,No. 1,No. 11,No. 1,No. 1,5.00,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,6.00,No. 10,32.00,5.00,No. 3,7,No. 6,No. 2,No. 2,No. 1,No. 2,No. 3,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,2.00,4.00,2.00,No. 7,No. 2,No. 3,No. 2,No. 3
1,Vodafone,EE,3,Vodafone,O2,FTTP,33,No. 14,No. 4,No. 9,No. 5,COMPETITOR_VODAFONE,EE_NAYAN_3,PLAN_1,ANYTIME_LANDLINE,17.00,17.00,0.00,8.00,2000,24.00,25.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,FULL_FIBRE_55,No. NA,23.99,29.99,0.00,No. NA,24.00,23.99,4,1,No. NA,No. NA,0,3,2,2,3,0,1,0,0,0,1,0,2,No. NA,11.00,11.00,9.00,0.00,1.00,No. 1,No. 1,No. 1,No. 1,10.00,No. 5,No. 4,No. 1,No. 1,No. 3,No. 3,No. 3,4.00,No. 5,18.00,5.00,No. 1,2,No. 6,No. 2,No. 1,No. 1,No. 2,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,3.00,2.00,0.00,No. 1,No. 3,No. 3,No. 6,No. 2
0,EE,Vodafone,6,Vodafone,Other,FTTP,46,No. 8,No. 1,No. 1,No. 5,EE_NAYAN_2,COMPETITOR_VODAFONE,FULL_FIBRE_36,No. NA,21.00,22.99,29.99,0.00,No. NA,24.00,22.99,2,1,No. NA,No. NA,3,2,2,2,No. NA,0,0,1,1,1,0,1,1,No. NA,PLAN_1,No. NA,21.00,0.00,0.00,2000,24.00,21.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,4.00,0.00,4.00,0.00,1.00,No. 1,No. 6,No. 3,No. 1,10.00,No. 1,No. 2,No. 1,No. 1,No. 1,No. 6,No. 1,6.00,No. 7,15.00,6.00,No. 1,7,No. 4,No. 4,No. 1,No. 1,No. 2,No. 2,No. 1,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,3.00,10.00,0.00,No. 1,No. 10,No. 2,No. 6,No. 4
0,EE,Virgin,10,EE,Vodafone,FTTP,40,No. 12,No. 1,No. 2,No. 3,EE_NAYAN_3,COMPETITOR_VIRGIN,FULL_FIBRE_55,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE,HPP_PAYG",30.99,30.99,39.99,35.00,No. NA,24.00,65.99,3,7,No. NA,No. NA,1,1,3,2,2,1,0,1,1,0,0,2,2,No. NA,PLAN_VOLT_M100,No. NA,32.00,0.00,0.00,No. NA,18.00,32.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,5.00,0.00,5.00,0.00,4.00,No. 2,No. 8,No. 5,No. 3,20.00,No. 8,No. 4,No. 4,No. 5,No. 5,No. 5,No. 6,4.00,No. 1,40.00,4.00,No. 7,4,No. 7,No. 1,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,1.00,4.00,9.00,No. 1,No. 7,No. 4,No. 2,No. 2
0,EE,Sky,0,Sky,Other,FTTP,34,No. 3,No. 4,No. 2,No. 3,EE_NAYAN_2,COMPETITOR_SKY,FULL_FIBRE_500,No. NA,41.00,40.99,19.99,0.00,No. NA,24.00,40.99,5,5,No. NA,No. NA,0,3,0,3,No. NA,1,0,1,1,1,0,1,2,No. NA,PLAN_ULTRAFAST_PLUS,WIFI_GUARANTEE,41.00,0.00,5.00,No. NA,18.00,46.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,6.00,0.00,6.00,0.00,1.00,No. 1,No. 5,No. 3,No. 1,10.00,No. 4,No. 3,No. 2,No. 5,No. 5,No. 2,No. 2,7.00,No. 10,70.00,4.00,No. 4,5,No. 4,No. 3,No. 2,No. 3,No. 3,No. 3,No. 1,No. 1,No. 0,No. 0,No. 1,No. 0,No. 0,No. 2,2.00,10.00,0.00,No. 5,No. 1,No. 2,No. 11,No. 6
0,Vodafone,EE,8,Vodafone,EE,FTTP,37,No. 15,No. 3,No. 4,No. 9,COMPETITOR_VODAFONE,EE_NAYAN_4,PLAN_3,No. NA,18.00,18.00,0.00,0.00,6000,24.00,18.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,FULL_FIBRE_150,No. NA,31.99,19.99,0.00,No. NA,24.00,31.99,5,6,No. NA,No. NA,0,2,0,3,2,0,0,0,0,1,1,1,1,No. NA,5.00,2.00,0.00,2.00,3.00,No. 4,No. 4,No. 4,No. 1,25.00,No. 4,No. 4,No. 1,No. 5,No. 1,No. 1,No. 1,5.00,No. 1,25.00,6.00,No. 3,4,No. 7,No. 2,No. 1,No. 1,No. 2,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 1,No. 0,No. 1,5.00,12.00,4.00,No. 2,No. 2,No. 3,No. 9,No. 2
2,EE,Vodafone,0,Vodafone,Other,FTTP,54,No. 7,No. 1,No. 4,No. 4,EE_NAYAN_2,COMPETITOR_VODAFONE,FULL_FIBRE_36,WHOLE_HOME_WIFI,21.00,23.99,39.99,8.00,No. NA,24.00,31.99,0,2,No. NA,No. NA,1,1,2,3,No. NA,0,1,0,0,1,0,1,2,No. NA,PLAN_1,EVENING_WEEKEND,21.00,0.00,4.00,2000,24.00,25.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,2.00,0.00,2.00,0.00,4.00,No. 5,No. 11,No. 8,No. 4,19.00,No. 2,No. 2,No. 2,No. 2,No. 1,No. 2,No. 1,6.00,No. 10,20.00,6.00,No. 7,7,No. 7,No. 2,No. 2,No. 2,No. 2,No. 2,No. 2,No. 4,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,1.00,1.00,0.00,No. 1,No. 10,No. 2,No. 7,No. 3
3,BT,EE,5,BT,Other,FTTP,34,No. 22,No. 3,No. 15,No. 5,COMPETITOR_BT,EE_NAYAN_2,PLAN_FIBRE_ESSENTIAL,No. NA,29.00,29.00,10.00,0.00,No. NA,24.00,29.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,FULL_FIBRE_36,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE",29.99,29.99,20.00,No. NA,24.00,49.99,1,8,No. NA,No. NA,1,0,3,3,No. NA,1,1,0,0,1,1,0,1,No. NA,3.00,6.00,3.00,6.00,2.00,No. 2,No. 3,No. 2,No. 1,7.00,No. 5,No. 5,No. 5,No. 2,No. 1,No. 1,No. 1,7.00,No. 10,30.00,4.00,No. 2,2,No. 7,No. 3,No. 2,No. 2,No. 3,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,1.00,6.00,No. 1,No. 3,No. 5,No. 2,No. 3
0,Vodafone,EE,5,Vodafone,O2,FTTP,72,No. 14,No. 3,No. 2,No. 3,COMPETITOR_VODAFONE,EE_NAYAN_2,PLAN_1,No. NA,17.00,17.00,0.00,0.00,2000,24.00,17.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,FULL_FIBRE_36,No. NA,22.99,39.99,0.00,No. NA,24.00,22.99,0,1,No. NA,No. NA,1,2,3,3,No. NA,1,1,1,0,0,0,1,0,No. NA,11.00,0.00,1.00,0.00,3.00,No. 2,No. 3,No. 2,No. 2,8.50,No. 1,No. 2,No. 1,No. 1,No. 1,No. 1,No. 1,5.00,No. 1,10.00,6.00,No. 1,7,No. 4,No. 6,No. 1,No. 3,No. 3,No. 3,No. 2,No. 3,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,4.00,2.00,0.00,No. 7,No. 2,No. 1,No. 8,No. 2
0,EE,Sky,5,Sky,Three,FTTC,42,No. 1,No. 4,No. 2,No. 3,EE_NAYAN_FTTC,COMPETITOR_SKY_FTTC,FIBRE_2,"BEST_BUNDLE,HPP_UNLIM,TV_BIG_ENTERTAINMENT",25.00,27.99,59.99,40.00,No. NA,24.00,94.99,4,5,0,0,No. NA,No. NA,No. NA,No. NA,No. NA,0,0,1,0,1,0,2,2,No. NA,PLAN_SUPERFAST,No. NA,25.00,0.00,0.00,No. NA,18.00,25.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,8.00,0.00,8.00,0.00,1.00,No. 1,No. 11,No. 8,No. 4,10.00,No. 6,No. 3,No. 4,No. 5,No. 1,No. 1,No. 4,7.00,No. 1,24.00,5.00,No. 1,7,No. 6,No. 6,No. 2,No. 2,No. 2,No. 3,No. 2,No. 2,No. 0,No. 1,No. 0,No. 0,No. 0,No. 1,4.00,6.00,0.00,No. 6,No. 2,No. 2,No. 2,No. 7
1,EE,Vodafone,6,Vodafone,O2,FTTP,62,No. 14,No. 4,No. 3,No. 5,EE_NAYAN_4,COMPETITOR_VODAFONE,FULL_FIBRE_150,No. NA,23.00,29.99,9.99,0.00,No. NA,24.00,29.99,6,3,No. NA,No. NA,2,1,2,3,2,1,1,1,0,0,0,2,1,No. NA,PLAN_5,EVENING_WEEKEND,23.00,0.00,4.00,6000,24.00,27.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,3,9.00,0.00,7.00,0.00,1.00,No. 1,No. 11,No. 8,No. 5,5.00,No. 3,No. 4,No. 4,No. 1,No. 1,No. 1,No. 1,4.00,No. 1,26.00,4.00,No. 7,7,No. 7,No. 1,No. 1,No. 1,No. 2,No. 1,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,4.00,1.00,1.00,No. 7,No. 3,No. 1,No. 12,No. 7
2,Virgin,EE,2,Virgin,Three,FTTP,86,No. 1,No. 2,No. 3,No. 2,COMPETITOR_VIRGIN,EE_NAYAN_3,PLAN_VOLT_M200,No. NA,38.00,38.00,0.00,0.00,No. NA,18.00,38.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,FULL_FIBRE_500,"IN_HOME_APPOINTMENT,HPP_UNLIM,TV_BIG_SPORT",38.99,30.00,13.00,No. NA,24.00,92.99,2,0,No. NA,No. NA,0,3,1,4,2,1,1,1,0,0,0,0,1,No. NA,11.00,0.00,0.00,2.00,4.00,No. 5,No. 3,No. 2,No. 2,8.00,No. 2,No. 2,No. 2,No. 2,No. 1,No. 1,No. 2,6.00,No. 1,40.00,5.00,No. 5,5,No. 6,No. 5,No. 1,No. 2,No. 3,No. 3,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,1.00,38.00,9.00,No. 7,No. 6,No. 3,No. 6,No. 7
0,EE,Virgin,2,Virgin,Other,FTTP,42,No. 26,No. 3,No. 5,No. 8,EE_NAYAN_4,COMPETITOR_VIRGIN,FULL_FIBRE_150,ALL_ROUNDER_BUNDLE,26.00,27.99,29.99,20.00,No. NA,24.00,47.99,4,2,No. NA,No. NA,1,1,2,4,3,1,1,0,0,0,0,2,2,No. NA,PLAN_VOLT_M100,No. NA,26.00,0.00,0.00,No. NA,18.00,26.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,2.00,0.00,0.00,1.00,2.00,No. 1,No. 3,No. 2,No. 1,5.00,No. 1,No. 2,No. 1,No. 1,No. 1,No. 1,No. 2,6.00,No. 5,28.00,4.00,No. 2,7,No. 6,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,4.00,2.00,1.00,No. 1,No. 1,No. 3,No. 6,No. 5
