spending,nudge,age,male,education_level,income
11.79,1,60,1,5,9.22
13.20,0,43,0,3,3.94
6.23,1,23,1,2,6.18
10.42,1,41,1,3,4.39
10.64,1,39,0,2,6.86
5.79,0,40,1,3,3.91
12.32,0,24,0,3,9.62
8.35,1,68,1,4,9.77
12.38,1,34,0,2,4.85
6.38,0,29,1,0,1.47
7.15,1,33,1,2,0.51
11.12,1,33,1,2,3.07
11.63,0,23,0,3,9.68
14.28,0,66,0,3,8.63
9.17,1,63,1,4,6.21
12.11,0,33,0,1,1.36
10.37,0,21,0,3,1.50
7.08,0,25,1,3,7.88
7.99,1,63,1,3,9.22
3.59,0,23,1,2,0.81
12.14,0,61,0,4,2.61
10.69,1,22,1,5,3.26
6.16,1,55,1,1,7.36
15.75,0,63,0,0,2.92
6.59,1,34,1,4,2.12
12.93,1,63,1,4,4.32
11.18,0,63,0,4,2.69
9.27,0,59,1,4,7.37
13.22,1,66,1,2,5.02
9.98,1,28,1,4,2.14
7.80,0,49,1,2,2.58
8.51,0,55,1,1,7.21
11.28,1,64,1,1,8.30
12.34,0,56,0,4,9.92
8.96,1,37,1,1,1.93
10.77,1,58,1,1,1.71
16.32,1,64,1,1,4.86
13.96,0,53,0,0,2.15
13.58,1,40,0,4,5.38
9.00,1,60,1,1,4.48
12.49,1,66,1,4,3.73
13.46,1,62,1,4,0.87
3.90,0,31,1,2,6.41
12.81,1,51,1,4,2.20
5.72,0,26,1,1,8.91
10.75,1,36,0,4,1.11
6.15,1,48,1,4,5.22
11.89,1,51,0,0,0.58
4.59,1,18,1,3,2.27
6.11,0,39,1,1,2.63
10.09,0,59,1,4,4.69
7.92,1,20,1,0,8.68
5.44,0,29,1,4,0.87
4.16,0,63,1,2,4.73
11.70,1,39,1,0,7.81
10.88,0,27,1,2,6.57
16.10,0,63,0,2,5.01
9.33,1,36,1,3,4.51
9.15,1,41,1,2,2.76
15.18,1,66,1,5,4.65
4.96,1,29,1,1,9.10
8.82,1,56,1,3,3.47
12.10,0,58,0,3,3.95
13.14,1,26,1,1,2.44
12.14,0,49,0,1,4.78
11.97,0,56,0,2,7.76
10.74,1,67,0,1,0.69
4.67,0,24,1,1,6.90
10.02,0,20,0,1,6.36
9.03,0,47,1,2,0.89
15.99,0,63,0,3,6.86
10.56,1,20,0,2,1.22
9.80,1,68,1,5,1.00
13.43,1,42,1,2,2.67
7.87,1,54,1,1,1.68
13.04,0,65,0,2,7.83
7.40,1,54,1,2,2.12
12.86,1,37,0,0,8.64
12.02,0,30,0,2,6.29
8.18,0,20,1,3,7.57
14.77,0,63,0,3,9.52
11.38,1,68,1,1,6.32
12.32,0,61,0,4,2.93
11.33,1,40,1,0,0.24
3.62,0,59,1,2,6.41
13.52,0,67,0,1,2.61
13.73,0,45,0,5,4.50
15.11,0,63,0,4,0.68
11.23,1,29,0,5,5.87
9.76,0,20,1,1,9.14
11.22,0,20,0,3,3.64
10.53,1,41,1,5,8.29
10.96,1,31,0,3,7.64
13.15,1,60,0,1,0.53
10.98,1,18,1,1,8.17
9.23,0,43,1,0,6.94
15.41,0,56,0,4,3.52
7.06,0,64,1,2,3.78
11.01,1,53,1,4,7.50
7.93,0,28,1,2,0.31
13.12,0,56,0,3,9.12
9.99,1,28,0,3,9.66
6.33,1,38,1,0,9.06
12.99,1,49,0,1,5.87
10.68,0,26,0,4,8.76
13.57,1,37,0,3,1.72
14.21,1,49,0,4,9.31
5.20,0,49,1,3,9.30
11.59,1,38,0,4,2.08
11.02,0,28,0,4,3.99
10.20,1,59,1,3,7.05
14.58,1,50,0,4,8.04
5.88,1,23,1,3,5.59
10.12,1,26,0,4,3.40
4.53,0,28,1,4,0.43
10.20,0,37,0,1,8.73
4.52,0,29,1,5,5.33
5.01,0,64,1,2,8.94
12.90,0,62,0,3,7.94
11.83,1,29,0,1,3.14
10.80,0,23,0,2,9.30
11.18,0,20,0,3,8.39
7.86,1,52,1,5,7.70
11.08,0,20,0,1,3.93
8.46,0,28,1,2,9.29
10.38,1,51,1,3,4.46
10.85,0,20,0,1,4.41
8.27,1,60,1,1,8.80
6.88,0,49,1,3,3.02
11.57,0,57,0,4,7.37
14.02,0,61,0,2,5.81
13.16,1,59,1,0,2.32
14.19,1,48,1,4,0.52
6.87,1,34,1,4,3.22
12.11,1,22,0,4,1.85
10.36,1,28,0,5,8.76
9.86,0,25,0,4,5.31
9.48,1,34,1,4,3.29
7.04,0,29,1,0,6.26
13.01,0,38,0,3,2.32
14.08,0,52,0,2,4.04
8.95,1,58,1,0,1.33
4.47,1,33,1,1,5.28
13.05,1,54,0,0,8.33
6.72,1,43,1,2,5.39
12.63,0,54,0,3,5.57
4.08,0,19,1,3,5.33
11.16,0,54,1,2,1.78
11.87,0,27,0,3,5.23
11.88,0,57,0,2,4.76
6.10,0,22,1,2,4.24
4.94,1,47,1,5,5.26
13.67,0,41,0,0,6.83
6.60,1,20,1,4,3.07
10.83,0,39,0,3,3.27
10.14,1,25,0,2,3.75
6.05,1,36,1,2,8.33
14.00,0,47,0,3,9.04
13.30,1,38,0,2,9.04
3.74,0,41,1,2,8.19
8.79,0,62,1,3,0.50
13.18,0,40,0,0,2.76
14.83,1,56,0,5,9.97
11.47,1,44,0,1,5.13
7.11,1,50,1,3,6.81
5.85,1,48,1,0,5.79
7.08,0,44,1,1,4.69
11.50,1,58,0,5,3.46
11.75,1,53,0,4,5.84
11.91,1,57,0,2,1.31
11.29,1,59,1,3,9.23
12.11,0,39,0,4,9.07
11.06,0,30,0,1,3.59
11.24,0,63,0,4,2.12
10.50,0,60,0,1,4.52
8.83,0,41,1,0,9.64
11.53,1,51,0,4,4.75
5.67,1,32,1,0,2.11
11.06,0,52,0,2,3.21
11.62,0,24,0,2,1.27
11.42,1,35,0,3,2.56
11.28,0,29,0,2,3.42
7.18,0,29,1,4,3.82
11.80,1,26,1,2,0.03
11.55,1,32,0,0,8.59
5.01,1,67,1,1,8.86
7.49,0,58,1,2,5.98
12.77,0,63,0,2,2.61
6.67,1,31,1,3,4.50
15.14,1,59,0,2,7.49
11.82,0,28,0,2,0.38
14.89,1,68,0,5,6.71
7.75,0,21,1,0,8.53
11.98,1,31,0,1,3.11
8.25,1,53,1,3,6.20
10.83,0,40,0,0,3.91
5.14,1,57,1,3,6.29
12.00,1,18,1,0,1.93
5.72,1,20,1,3,6.34
2.95,1,66,1,0,2.02
5.71,1,23,1,1,4.17
6.69,1,41,1,3,9.63
12.98,0,63,1,4,1.31
9.25,0,25,1,2,3.71
11.88,1,36,1,3,1.93
2.89,0,30,1,4,8.38
5.05,1,58,1,5,8.96
14.40,0,56,1,3,6.22
7.86,1,19,1,3,8.50
8.65,1,26,1,2,2.03
6.27,1,67,1,3,9.15
14.78,0,49,0,0,8.69
7.65,0,52,1,1,8.78
4.37,0,51,1,2,8.71
10.15,0,23,0,2,0.20
7.79,1,23,1,2,7.35
13.34,1,49,1,4,2.65
8.75,0,39,1,3,1.41
6.82,1,40,1,1,0.20
10.63,0,28,0,4,9.48
11.46,1,49,0,4,1.49
10.96,1,50,1,0,2.25
6.34,0,51,1,1,3.46
12.89,1,63,1,1,4.12
9.78,0,49,1,4,7.96
10.18,1,27,0,1,2.68
11.27,0,21,0,1,1.25
12.42,0,35,0,2,7.43
5.90,1,27,1,3,2.79
12.57,1,43,0,1,1.21
6.44,0,27,1,3,7.52
11.65,1,57,1,2,7.27
9.95,0,20,0,3,6.88
8.73,1,43,1,0,9.19
8.89,0,55,1,4,7.81
13.38,1,47,0,1,0.09
3.89,1,20,1,5,5.41
5.80,1,30,1,3,6.96
10.50,1,63,1,1,0.83
10.86,0,36,0,3,3.69
11.03,0,55,0,4,6.43
10.19,1,60,1,2,8.99
11.42,1,49,0,0,9.53
7.33,1,22,1,3,3.21
10.04,0,32,1,0,5.70
8.96,1,20,1,4,2.46
11.56,0,49,0,5,5.84
7.57,1,20,1,2,3.87
15.55,0,59,0,3,6.00
8.31,1,63,1,2,8.64
13.84,1,64,1,2,6.62
5.75,1,36,1,3,6.03
7.50,1,58,1,1,8.88
6.05,1,66,1,2,2.10
11.66,0,19,0,3,3.87
11.43,1,50,1,1,6.90
10.14,0,60,1,5,6.33
6.95,1,56,1,0,5.60
10.27,0,28,0,5,5.17
14.50,0,51,0,4,2.32
7.78,1,58,1,4,9.58
14.35,1,65,0,4,2.00
10.20,0,26,0,0,8.49
9.77,0,19,1,4,8.02
11.90,0,51,1,2,3.67
4.44,0,62,1,4,7.82
11.43,1,30,0,4,8.83
9.85,1,61,0,4,9.63
11.96,1,22,0,2,5.43
9.42,1,65,1,1,3.47
4.58,1,32,1,2,9.90
11.53,1,32,0,4,4.41
9.65,1,51,1,2,5.94
10.52,0,24,0,1,9.10
12.96,1,33,1,3,4.28
15.11,0,64,0,4,2.07
12.41,0,68,1,4,9.67
9.85,1,32,1,0,8.62
10.05,0,22,0,5,9.03
11.53,0,25,0,3,1.08
11.53,1,25,0,2,0.21
8.24,0,19,1,1,2.46
9.98,1,61,1,2,9.16
12.36,1,41,0,5,2.00
15.29,1,64,0,4,8.68
13.36,0,38,0,4,0.56
11.98,1,47,0,3,3.42
5.94,1,41,1,2,9.03
11.38,0,39,0,0,3.06
12.24,1,24,0,0,1.90
4.16,0,57,1,2,5.69
13.03,0,38,0,1,0.75
6.32,1,49,1,3,2.04
11.56,1,67,1,5,7.76
15.20,1,55,0,4,4.54
6.58,1,47,1,4,3.26
9.07,1,48,1,2,4.00
11.59,1,37,0,1,4.90
7.09,1,39,1,3,4.15
10.83,0,47,1,2,3.62
8.74,1,29,1,0,4.24
13.05,0,42,0,0,3.96
9.82,1,35,1,2,0.02
12.78,0,45,0,4,4.19
15.16,0,56,0,0,9.32
10.74,1,41,0,3,4.86
9.81,1,42,1,3,4.00
12.38,0,57,0,4,8.78
7.70,0,39,1,5,1.36
9.99,0,23,1,1,7.65
11.86,0,34,0,1,5.23
12.81,0,49,0,2,5.05
6.10,1,54,1,2,0.16
11.38,1,37,1,3,4.82
6.28,1,45,1,1,3.49
8.61,0,31,1,0,9.11
7.00,0,38,1,0,4.05
13.75,1,48,0,2,0.79
7.65,0,34,1,1,5.35
12.98,1,64,0,3,3.02
12.21,1,33,0,1,4.04
4.91,1,20,1,4,9.63
14.31,0,64,0,2,8.55
5.62,1,29,1,2,4.07
9.33,1,41,1,1,5.67
6.02,1,43,1,3,4.70
11.17,0,65,1,5,4.55
12.58,1,32,0,0,8.15
11.42,0,29,0,1,9.66
2.43,0,41,1,2,1.31
11.17,1,38,0,2,0.34
10.60,0,22,0,5,0.78
5.18,0,52,1,3,8.44
7.54,1,56,1,3,0.71
4.68,0,33,1,4,3.72
10.68,1,31,1,3,3.28
10.94,1,33,1,3,0.87
10.03,0,35,0,3,6.61
11.93,0,37,0,3,8.47
4.18,1,47,1,1,9.93
7.39,0,50,1,1,3.04
8.41,1,46,1,5,5.73
10.33,1,65,1,4,0.68
10.12,1,59,0,4,7.89
13.04,1,58,0,3,4.35
12.13,0,46,0,3,5.39
10.31,0,22,0,2,7.56
11.36,1,29,1,3,8.05
11.86,1,19,0,0,0.68
12.36,0,58,1,5,5.18
12.35,0,52,0,2,9.29
11.80,1,19,0,1,1.33
10.25,1,62,0,4,2.84
5.10,1,56,1,2,8.99
3.84,1,31,1,4,6.52
6.51,0,39,1,4,7.38
5.52,1,66,1,2,3.41
8.78,0,50,1,4,3.78
11.52,0,40,0,5,0.33
13.31,0,64,0,1,8.75
5.77,0,31,1,1,0.91
12.57,1,64,0,3,5.88
11.64,0,46,0,3,4.59
10.36,0,21,0,1,3.87
14.66,0,61,0,2,4.17
10.09,0,18,1,2,7.37
8.52,0,67,1,5,3.41
11.20,0,45,0,5,5.27
11.56,1,37,0,2,7.76
11.60,1,59,0,4,4.67
10.77,1,54,0,3,7.74
8.39,0,23,1,3,6.44
10.63,1,29,1,4,9.58
11.35,0,32,0,1,9.05
9.04,1,50,1,4,4.87
4.61,0,39,1,2,3.95
4.89,0,52,1,0,1.42
10.39,0,19,0,3,3.62
13.45,0,36,0,4,9.78
12.02,0,67,1,3,8.23
4.86,0,19,1,2,9.50
11.57,1,19,0,2,5.43
4.15,1,27,1,3,3.91
4.16,0,28,1,3,3.80
9.28,0,59,1,1,3.51
7.91,1,51,1,1,7.63
7.27,0,31,1,2,5.20
5.37,0,53,1,3,9.71
12.10,1,48,0,3,7.49
7.88,0,20,1,2,2.63
11.87,0,42,0,5,0.97
10.50,0,33,0,3,9.05
11.03,1,24,1,3,5.94
11.77,1,26,1,3,7.68
12.83,1,67,1,2,0.51
9.39,1,65,1,0,2.71
10.49,0,24,0,3,6.77
6.02,0,58,1,4,8.67
10.29,1,53,0,1,4.39
8.70,1,28,1,4,0.36
10.09,0,62,0,4,4.99
8.47,0,51,1,4,4.27
11.58,1,66,0,3,6.51
10.38,0,47,1,5,6.00
10.00,0,36,0,2,2.47
11.59,0,53,0,4,4.73
11.75,0,19,0,2,0.30
8.01,0,55,1,3,1.76
9.37,1,64,1,1,7.81
6.15,1,62,1,2,8.46
12.59,1,61,1,4,8.08
8.97,1,25,1,3,3.06
4.25,0,67,1,3,8.46
4.70,1,21,1,4,6.05
7.69,1,68,1,2,8.22
5.30,1,57,1,2,2.83
13.72,1,42,0,5,7.25
10.98,0,19,0,4,1.31
5.77,0,34,1,4,5.07
11.81,0,40,0,3,9.25
14.73,0,68,0,4,2.74
11.16,1,34,1,2,2.93
3.65,0,43,1,2,5.09
7.07,0,40,1,2,1.97
16.31,0,64,0,4,9.04
14.17,0,45,0,4,5.21
8.70,0,50,1,3,9.36
11.96,1,50,1,3,0.47
10.39,0,37,0,2,2.64
3.45,1,29,1,3,3.32
8.23,1,52,1,1,9.71
7.65,1,67,1,4,0.13
6.84,1,47,1,1,3.93
8.53,1,35,1,3,4.48
14.48,1,61,0,3,7.81
14.07,1,63,0,5,6.50
14.54,0,47,0,2,0.06
8.45,1,51,1,1,9.85
10.45,0,57,0,4,2.34
8.76,1,65,1,0,5.74
5.10,1,32,1,1,6.92
9.74,0,48,0,0,9.50
12.15,0,65,0,5,2.74
12.16,1,60,1,0,5.65
9.06,0,61,1,1,1.69
10.67,0,23,0,2,5.34
11.27,1,39,1,0,0.88
10.59,0,32,1,5,0.48
9.84,1,60,1,2,8.53
12.48,1,43,0,3,4.10
12.99,1,52,1,3,3.66
11.08,1,59,1,3,7.28
12.93,1,42,0,1,1.02
11.47,1,31,0,3,2.38
10.99,1,27,0,0,2.27
3.56,0,31,1,1,1.43
9.95,0,32,0,2,8.26
13.65,1,48,0,4,9.57
11.65,0,39,0,5,7.29
10.67,0,38,0,4,9.74
4.50,1,23,1,4,8.23
10.43,1,24,0,1,3.14
4.77,0,26,1,4,7.41
7.47,1,61,1,1,9.09
5.59,0,41,1,3,4.75
9.32,0,24,1,2,8.92
12.20,0,26,0,0,7.50
11.01,1,18,0,1,1.49
9.17,0,41,1,4,1.81
5.64,0,61,1,1,2.52
6.07,1,34,1,1,3.54
11.80,1,43,0,0,8.84
4.29,0,33,1,4,0.75
8.95,1,19,1,2,4.27
10.30,1,35,0,2,7.56
10.70,1,32,1,2,4.26
12.97,1,41,0,2,9.99
13.05,0,34,0,0,8.18
6.40,1,24,1,0,7.21
10.04,0,45,0,1,1.57
12.88,0,53,0,3,2.98
11.88,1,34,0,3,2.40
8.70,0,48,1,3,6.82
10.92,0,19,0,1,9.27
9.95,0,66,0,1,1.45
12.04,1,21,0,4,0.37
10.07,0,59,0,4,1.16
12.68,0,59,0,1,5.15
11.77,1,66,1,0,1.02
11.15,0,58,0,5,8.43
12.81,1,33,0,3,7.45
12.84,1,39,0,4,8.80
8.89,0,20,1,3,4.96
13.09,1,34,0,1,4.80
15.90,1,68,1,4,6.34
11.94,0,63,1,5,6.23
4.66,0,37,1,3,2.78
10.29,0,43,1,1,5.25
11.93,1,64,0,1,5.58
11.38,1,44,1,5,9.49
14.32,1,65,0,4,4.88
15.39,0,59,0,1,8.81
9.19,1,45,1,0,9.70
8.99,1,39,1,3,9.09
10.60,1,38,1,2,1.62
12.65,1,33,0,3,7.22
9.98,0,21,0,0,2.17
9.06,0,40,1,2,2.95
6.89,1,58,1,4,5.40
10.17,0,28,0,3,9.71
9.52,0,29,1,3,3.17
8.60,0,28,1,1,6.16
8.71,1,41,1,4,6.43
7.98,1,56,1,4,0.67
5.26,1,19,1,5,0.44
6.08,0,38,1,3,9.41
13.10,0,55,0,2,7.77
10.05,1,29,1,4,1.32
11.50,0,44,1,1,6.00
11.50,0,61,1,1,7.76
8.32,0,20,1,1,8.73
10.17,0,61,0,1,6.26
10.43,1,64,0,2,0.39
11.50,0,21,0,3,3.26
11.62,0,27,0,3,9.52
10.87,1,63,1,5,7.65
9.97,1,45,1,0,6.94
10.37,0,50,0,1,5.79
13.16,1,43,1,1,0.73
11.21,0,53,0,2,8.05
12.41,0,54,0,2,3.59
8.23,0,22,1,2,7.83
9.75,0,61,0,4,8.35
11.50,0,25,0,2,5.19
13.70,1,56,0,3,1.88
12.98,0,33,0,3,1.42
7.96,0,20,1,3,4.69
13.11,0,61,1,1,3.59
9.64,0,47,1,2,0.91
10.27,1,33,0,4,6.80
9.98,1,25,0,2,6.26
10.70,1,36,0,1,6.88
10.09,1,28,0,1,2.84
11.75,0,36,0,1,6.56
10.55,0,39,1,2,4.21
13.15,1,37,0,5,6.05
11.41,1,26,0,1,7.14
10.12,1,38,0,2,9.93
10.55,0,63,1,4,4.48
10.75,1,22,1,4,4.99
3.40,1,24,1,1,0.62
6.57,1,52,1,2,9.23
5.59,1,48,1,4,1.20
13.51,0,44,0,3,5.83
11.97,0,55,1,5,8.45
13.79,0,53,0,4,3.98
12.41,1,31,0,1,2.84
10.86,1,67,1,4,6.60
13.96,0,60,0,1,2.72
5.93,1,67,1,0,5.42
10.94,0,38,0,1,8.62
10.53,0,39,0,3,0.78
13.01,1,38,1,3,3.16
8.57,1,65,1,3,4.11
9.97,1,63,1,4,8.24
14.13,0,63,1,2,6.18
5.65,1,31,1,1,0.51
9.56,1,28,1,4,3.95
13.52,0,48,0,1,6.55
10.59,0,31,0,2,6.18
9.94,0,29,1,1,0.77
6.48,1,35,1,1,4.43
11.56,1,18,0,0,7.46
11.50,0,28,0,2,7.17
10.54,0,34,0,3,7.00
14.78,0,56,0,1,3.29
14.70,1,48,1,1,6.36
10.84,1,35,0,1,2.91
11.60,1,45,1,4,7.06
10.31,0,47,1,2,7.88
10.38,1,21,0,4,6.58
15.36,0,63,1,3,9.08
12.98,0,53,0,2,1.13
10.13,0,39,0,4,7.71
10.53,0,27,0,0,6.25
10.00,1,56,0,2,6.40
11.74,0,22,0,1,6.64
13.07,0,49,0,1,5.81
13.26,0,67,0,3,7.56
14.08,1,48,0,3,7.68
10.31,0,43,0,0,5.95
12.11,1,46,0,0,5.38
12.43,0,63,0,1,6.27
11.34,0,32,0,3,1.45
11.27,1,34,0,4,3.46
13.89,1,60,0,4,7.54
8.14,1,66,1,4,1.52
10.54,0,67,0,5,8.25
12.33,0,56,0,3,1.99
11.55,1,59,1,3,8.91
11.91,0,65,0,2,8.29
15.01,0,61,0,4,9.61
11.48,0,21,0,2,0.60
10.70,1,25,1,0,5.74
12.57,0,35,0,1,6.48
7.49,0,61,1,5,4.66
13.62,1,54,0,5,0.23
6.59,0,32,1,1,6.20
12.83,0,49,0,0,8.87
11.64,0,27,0,5,0.17
12.52,0,38,1,4,8.06
10.87,0,19,0,3,7.19
13.06,0,54,0,4,5.78
4.08,1,19,1,0,8.49
11.13,0,35,1,5,0.26
3.89,1,32,1,4,2.58
11.35,0,31,1,5,5.08
12.13,0,40,0,3,6.72
6.05,1,22,1,3,8.08
10.69,1,39,0,4,1.98
11.15,0,26,0,3,0.38
4.75,1,52,1,4,0.90
11.73,1,45,0,1,6.43
9.97,1,38,1,4,6.14
10.71,1,51,0,0,4.29
11.45,0,24,0,1,3.08
9.99,1,68,1,3,5.31
11.80,1,45,0,5,7.49
10.15,0,25,0,2,6.34
10.62,1,23,0,4,3.57
8.48,1,54,1,4,4.13
4.79,1,19,1,0,5.10
10.31,1,37,0,2,8.70
13.97,0,54,0,3,7.72
13.65,1,63,0,4,3.63
12.55,0,29,0,3,9.79
11.42,1,39,1,4,10.00
4.59,1,39,1,4,4.19
4.05,0,56,1,5,8.54
7.14,0,39,1,5,3.14
4.52,1,50,1,2,8.36
9.74,1,56,1,5,5.90
6.23,1,43,1,5,8.80
10.31,0,56,0,4,5.13
10.52,1,34,0,4,5.29
11.00,1,21,0,4,9.65
7.31,0,33,1,5,1.57
9.95,1,63,1,2,3.57
7.32,1,66,1,2,8.39
12.60,1,35,1,1,7.59
12.54,0,30,0,2,0.21
6.87,0,43,1,5,6.69
4.07,1,50,1,1,5.75
5.78,0,20,1,3,3.26
16.09,1,62,0,4,0.31
10.73,0,59,0,1,2.60
10.48,0,29,0,3,7.87
3.54,1,33,1,4,2.84
10.30,1,45,0,2,1.29
5.71,1,21,1,5,4.06
3.15,1,28,1,3,9.47
9.38,1,46,1,3,5.55
3.43,0,57,1,2,9.62
10.14,1,50,1,1,9.76
10.16,1,26,0,1,6.29
13.72,1,61,0,0,5.89
11.08,0,46,0,3,1.67
11.18,0,55,1,3,8.85
10.94,0,50,0,1,6.27
12.67,0,45,0,2,2.84
7.32,0,54,1,3,0.94
11.02,0,32,1,4,5.09
6.91,1,34,1,3,2.35
12.59,0,39,0,4,7.77
11.57,0,27,0,3,8.68
11.01,1,22,0,3,8.57
13.00,1,34,0,1,6.28
4.97,1,51,1,1,7.37
10.90,1,28,0,2,9.05
11.76,0,67,0,1,0.01
13.68,1,45,0,0,6.55
10.08,0,21,0,3,3.10
9.56,1,55,1,3,0.88
12.39,0,26,0,2,4.10
11.84,0,37,0,4,7.27
11.94,0,31,0,0,3.52
10.06,0,43,0,1,0.27
11.86,1,24,0,3,7.78
14.04,0,57,0,1,2.44
6.20,1,66,1,3,9.42
12.28,1,26,0,0,5.46
2.93,1,51,1,4,8.82
12.40,0,43,0,2,6.63
4.30,1,38,1,5,3.24
9.88,1,39,1,3,1.57
9.06,1,55,1,2,8.07
11.52,0,20,0,3,3.19
10.92,1,41,0,4,5.96
9.54,0,62,1,5,3.33
4.43,1,26,1,3,9.27
5.79,0,29,1,1,2.77
14.39,0,60,0,2,2.31
5.78,1,24,1,3,1.99
10.57,0,64,0,2,2.12
10.93,0,25,1,2,0.92
10.02,0,26,0,1,1.24
5.63,1,25,1,5,5.96
12.69,0,57,0,2,3.41
10.66,1,22,1,3,0.09
10.01,1,25,0,1,1.80
14.32,0,66,0,5,5.88
13.47,0,60,0,4,7.43
12.18,0,30,0,1,8.38
10.66,1,52,1,4,8.17
15.24,0,58,0,2,3.61
13.92,0,53,0,3,0.13
12.89,0,63,1,5,5.64
5.57,1,60,1,0,5.99
7.45,1,28,1,3,2.99
4.70,1,50,1,1,1.91
10.56,1,38,0,2,9.28
11.68,1,18,0,3,3.66
5.05,0,60,1,1,6.23
2.53,1,43,1,3,0.24
6.14,1,59,1,4,9.65
3.47,1,48,1,2,9.79
10.23,0,23,0,3,9.62
11.10,0,43,0,3,4.23
13.27,1,48,1,4,6.28
7.60,1,18,1,3,9.24
11.27,0,50,1,3,7.41
5.40,0,36,1,2,2.40
10.96,1,35,0,4,5.75
10.52,0,38,0,0,3.43
8.30,0,51,1,0,8.32
14.38,1,50,0,2,7.03
16.28,1,68,0,3,9.72
10.77,1,31,0,0,9.20
10.25,0,30,0,2,3.37
11.13,0,31,0,4,1.49
10.27,0,61,0,1,1.21
7.72,1,67,1,1,1.04
11.57,1,43,0,1,9.39
11.17,1,20,0,3,4.66
12.66,0,41,0,4,1.71
5.90,1,35,1,2,8.30
8.12,1,31,1,5,6.56
11.16,1,30,0,5,6.02
5.14,1,59,1,4,3.01
11.83,1,22,0,4,9.67
10.13,1,59,0,3,8.32
12.31,1,28,0,3,8.73
9.34,0,34,1,4,3.74
6.19,1,60,1,0,3.63
10.87,1,21,0,1,1.65
10.28,1,42,1,1,3.09
11.38,0,29,0,4,6.61
13.01,0,51,0,3,0.93
10.25,0,19,0,3,4.21
6.31,1,46,1,3,7.88
9.95,0,29,0,4,6.66
9.73,1,27,1,3,6.96
12.11,1,56,1,1,8.55
13.81,0,48,0,1,4.14
10.85,1,59,1,2,9.20
6.59,0,41,1,4,9.24
7.42,0,61,1,4,8.53
8.94,0,52,1,0,3.64
3.51,1,23,1,2,5.17
9.02,0,49,1,4,8.00
11.45,0,56,0,5,2.02
12.56,0,30,0,4,3.59
10.22,1,22,0,5,1.12
3.77,1,64,1,5,7.36
10.70,1,35,0,4,3.73
14.01,0,51,0,0,2.62
7.56,0,40,1,2,0.56
10.52,1,19,1,2,1.98
9.59,1,47,1,4,8.36
13.62,1,42,0,4,1.10
13.69,1,41,0,1,0.24
9.35,0,63,1,4,7.88
12.23,0,58,0,4,3.20
11.23,0,53,0,2,3.14
10.23,0,65,1,2,1.56
4.16,0,66,1,3,0.49
16.38,0,67,0,0,3.73
12.19,0,26,0,1,1.40
12.12,0,46,1,2,6.28
14.01,0,42,0,2,0.73
11.08,1,68,0,0,8.89
11.09,0,65,1,4,0.91
6.67,1,38,1,4,9.29
14.09,0,55,0,3,8.19
11.73,0,25,0,1,7.49
11.90,0,24,0,0,6.97
11.14,0,49,0,4,3.74
12.32,0,63,0,3,9.54
14.86,0,63,0,0,3.82
4.78,1,22,1,3,0.26
11.65,0,30,0,2,8.37
9.92,0,42,0,1,3.15
11.73,1,33,1,1,4.59
11.94,1,56,0,3,7.47
13.90,0,66,0,2,8.12
13.38,0,45,1,4,9.32
10.35,0,23,0,2,1.68
13.62,0,61,1,3,2.05
3.63,1,26,1,0,1.50
11.53,0,47,0,3,0.95
10.97,1,66,0,2,9.82
13.00,1,32,0,4,9.96
13.47,0,40,0,1,8.97
8.93,1,40,1,3,7.18
6.39,1,34,1,1,1.26
13.63,1,40,0,3,2.00
5.44,1,21,1,0,9.04
12.68,1,59,0,1,0.90
3.16,1,47,1,3,4.09
10.29,1,19,0,3,4.84
4.46,1,38,1,4,2.01
5.07,1,29,1,1,4.48
10.93,1,33,0,4,9.39
11.58,0,68,0,2,6.69
11.44,0,67,0,2,5.90
10.29,0,19,1,1,8.43
10.47,0,26,0,1,5.56
10.54,0,64,1,4,4.04
11.45,0,40,0,0,3.09
11.58,1,26,0,0,0.79
14.81,0,60,0,3,3.49
10.12,1,21,0,0,8.51
13.86,1,50,0,0,5.84
10.20,0,61,0,2,8.16
10.26,0,30,0,2,8.12
8.62,1,48,1,3,8.69
10.62,1,54,0,5,8.90
10.42,0,62,0,3,7.41
13.76,0,44,0,2,1.05
7.73,0,24,1,5,6.77
10.82,0,29,0,0,0.13
9.99,1,48,0,5,9.04
14.45,0,48,0,2,9.04
14.31,1,45,0,4,8.03
7.84,1,61,1,3,9.54
13.84,0,49,0,3,7.02
15.45,1,61,1,1,5.36
10.77,0,64,0,3,2.73
12.29,0,31,0,0,5.56
12.95,1,43,1,4,4.81
11.44,0,51,0,3,0.88
12.92,1,46,1,1,9.96
11.31,0,57,1,4,3.94
13.85,0,50,0,3,8.52
10.21,1,32,0,3,7.80
5.73,1,67,1,3,0.06
10.06,0,19,0,3,8.15
13.32,1,36,0,4,3.44
13.29,1,46,0,2,9.41
10.83,1,43,1,0,7.39
12.88,0,60,0,0,8.71
9.51,0,67,1,3,7.54
14.20,1,64,0,1,0.85
15.45,1,59,0,3,0.74
11.79,0,55,0,5,5.81
10.70,1,27,0,0,1.33
6.88,1,57,1,1,1.32
11.76,0,39,0,3,2.93
6.92,1,48,1,1,0.85
9.39,0,25,1,2,5.65
8.80,1,39,1,5,8.77
14.90,0,50,0,4,1.21
13.77,1,56,0,3,7.99
